img_url,img_caption,img_desc
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e15/21879457_1126746750790690_2779258326330900480_n.jpg,"light a fire light a spark #coldplayseattle",I am not really confident but I think it's a man who is performing a trick at night 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22710862_2004675329800672_5883778670631321600_n.jpg,"Happy 3 & 1/2 I love you !",I think it's a young man standing on a beach and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21149208_627417037646521_309068973356351488_n.jpg,"we got the best caddy around !!",I think it's person standing in a field and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20766346_144669622790223_3420325986745450496_n.jpg,"So... you guys are coming back for one more year right?",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22802566_936665086488212_1932306237441966080_n.jpg,"Here to light up your world ✨",I think it's a couple of people that are standing in the street and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22070871_355424858245508_5145927602988384256_n.jpg,"My favorite Costa 💜",I think it's a woman posing for a picture 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22500318_317105478698961_6102527969266237440_n.jpg,"Ask me how I felt about taking pictures after hiking up a cliff at sundown.",I think it's a man riding a bike down a dirt road 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22637714_734837170041189_2980347874790866944_n.jpg,"sneak preview of Cooper & friends",I think it's a man and woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22344228_359069411188249_7247855984578658304_n.jpg,"“I got say it was good day -Ice Cube” -Pat Colley",I think it's a person standing posing for the camera and he seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23161005_126705187995560_4485449812837138432_n.jpg,"the reason I’m livin’",I think it's a woman smiling and posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22858403_1734239890217060_1945897133169180672_n.jpg,"@alexandra_gore wya? #fambam #alohafam #mybigdidntgooutsomygbigwasherreplacementforlastnight #👼",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/19534530_1563461963688327_218871778217295872_n.jpg,"Missing this place and my boys #froth",I think it's a tree in a forest 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20482400_159999271240334_5454900021184954368_n.jpg,"While in Russia I am keeping an eye out for our favorite government officials. Who do you think I am most likely to see?  a) Donald Trump  b) Jared Kushner  c) Don Jr d) Rex Tillerson",I think it's a woman standing in front of water and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23825346_192030414701760_3926608712893988864_n.jpg,"one for every day of the week ⚓️",I think it's a bridge over a body of water with a city in the background 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22709590_1635152089856954_4923707365187911680_n.jpg,"#LoveIs maintaining healthy relationships and letting go of ones that aren’t!  catch AXO is the Quad all week spreading awareness for Domestic Violence and ask about our 2nd annual Lyre Games! 💜✨ #axobsu #axodvam",I am not really confident but I think it's a girl with a pink umbrella and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/17332768_1733994350264495_7855138367090982912_n.jpg,"When the bachelor should make you angry but shes too cute and im dead inside.",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22710652_294253767725779_7100484356593942528_n.jpg,"handsome little springer",I think it's person holding a dog 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21372539_276265632889919_8375129872934109184_n.jpg,"darty essentials",I think it's a woman standing in front of a crowd 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23416703_1674675615923604_2671250236822781952_n.jpg,"adventures ⛰",I think it's person standing next to a body of water 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23966971_1496120200509501_3359516267810652160_n.jpg,"Won apple cup and Gretchen turned 21 what a day 💛💜",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21827249_1049411558495538_5794543011295657984_n.jpg,"wish i could say im branching out but vb never dies",I think it's a group of people posing for a photo and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23596126_373116609801390_6961103979119902720_n.jpg,"Calhoun Coochies Forever",I think it's a group of people posing for a photo and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22794425_151428608926049_4967935495293108224_n.jpg,"Semi-like them ♡",I think it's a woman in a pink dress 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23596442_1554028681326484_404198603427414016_n.jpg,"We came and we conquered",I think it's a woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22710700_1933080506955485_4250556389266554880_n.jpg,"Dinner with a view! 💕",I think it's a group of people sitting at a dinner table posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22710254_287536771757533_5201304974272757760_n.jpg,"happy Diwali 🎉🎊🕉",I think it's a woman talking on a cell phone and she seems :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22280101_1121822291284111_6662815962087030784_n.jpg,"Love these bombshells 💘",I think it's a woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20066025_691305727732084_383857165867155456_n.jpg,"Happy bday to the baddddest curler in the game 💪🏼💯",I think it's a group of people posing for the camera and they seem :neutral_face: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21433725_1218796251598582_8645533995913707520_n.jpg,"HAPPY BIRTHDAY TO THE CUTEST HAPPIEST MOST LOVING MAN I KNOW!!! Your personality lights up a room and I love you more than you could imagine. Wishing you a day full of smiles laughter and all the white sauce chicken bacon onion pizza you can consume. ❤️❤️🍕🥓😍❤️👅",I think it's a man wearing glasses taking a selfie in a car and he seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23099382_821433544696848_6305079773701865472_n.jpg,"#BarstoolHalloween @barstoolsmokeshows",I think it's a woman wearing a costume and she seems :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22351941_174249686459120_1056359129280413696_n.jpg,"stick to the books @cal",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22637267_131957520795028_1054426535731134464_n.jpg,"Morning walks amongst the autumn leafed canopies of the Olympic Peninsular...🍂🌲💦",I think it's a waterfall in a forest 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21373740_115582082447853_989450290497323008_n.jpg,"alternate universe",I think it's a man that is standing in the dirt with a mountain in the background 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22500181_499323770425020_6561259738091225088_n.jpg,"Can't imagine my last homecoming without these two. ❤️🐅❤️#occidentalcollege",I think it's a statue of a man and woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23279413_720447011478623_2595458602512678912_n.jpg,"My best friend is legal ‼️",I think it's a woman standing next to a window and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22069253_392375551179393_7222665554711019520_n.jpg,"The course tried to @ us lol nice try. Broncos bringing back some hardware #nolimits",I think it's a group of people standing in front of a crowd posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :neutral_face: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21149469_1483779648347406_1717618380141232128_n.jpg,"He always knows how to make me smile:)",I think it's a woman standing next to a forest and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21372289_350162578747153_3751668600369315840_n.jpg,"My best catch🏈",I think it's a man smiling for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21372103_167476467150955_2022663286968811520_n.jpg,"Rise and SHINE 😁🐭",I think it's a woman lying on a bed and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20394220_259966871168658_8182516713015738368_n.jpg,"America's pastime ⚾️",I think it's a person posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20394454_265824577252961_1002357337236701184_n.jpg,"my bitches luh me",I think it's a woman talking on a cell phone 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22277703_1982592875357836_8790743657620701184_n.jpg,"To my girlfriend/sidekick of 13 years... I love you SO much!!!! HAPPY 18TH BDAY 🌟💖🎂",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22071135_484491165268856_2762725889107034112_n.jpg,"pc 17 >>>",I think it's a young boy sitting on a bench and they seem :neutral_face: :grinning_face_with_smiling_eyes: :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/19436832_1561103640596113_6302257168439574528_n.jpg,"please invite me to your BC tailgates next year",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21295050_695670657296764_7062217353332785152_n.jpg,"Hopefully next time it's closer than 52-0! #weare",I think it's a man and woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22860732_1841250146185055_4093141963807653888_n.jpg,"Happy happy birthday to my favorite Halloween baby!! You bring so much happiness and cheese into my life and the world is a brighter place because you’re in it! 🍷🧀",I think it's a man and a woman smiling for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23735385_147144522577137_5305441305382354944_n.jpg,"Couldn’t be more thankful ❤️🦃",I think it's a group of people posing for the camera and they seem :neutral_face: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20633680_1703258623302837_8898589650768101376_n.jpg,"Lolla 2017 made for a pretty solid birthday 🤘🏼",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21577250_309970659468830_4867324061023207424_n.jpg,"Sprinkles anyone?",I think it's a woman in a red dress sitting on a bed and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20837069_109748306404715_8692540299844517888_n.jpg,"go greek go gamma phi #uiffr17",I think it's a woman standing in front of a building and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/18253275_1537177249657926_2884368932116889600_n.jpg,"Kodak Danger Boy and some girl holding a panda walk into a bar...",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21372321_1738220289805129_2471111044366336000_n.jpg,"It's senior year bitchessss😛",I think it's a woman standing in front of a mirror posing for the camera and she seems :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21436302_702816119907184_5728104127834095616_n.jpg,"Future  doctors  using syringes the right way 💉",I think it's a woman brushing her teeth and they seem :neutral_face: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22857507_169670940280913_8464458131764674560_n.jpg,"Win or lose my life is still gonna suck this week",I think it's a group of people standing next to a woman and they seem :grinning_face_with_smiling_eyes: :neutral_face: :neutral_face: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/22070836_118798158787531_1198761003362287616_n.jpg,"We will teach you how to tailgate 🎉",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23596376_289766328198079_4508234442543726592_n.jpg,"King of the castle",I think it's a clock on the side of a brick building and he seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22344321_326926894384760_6802824212240138240_n.jpg,"my birthdays are always 10/10... literally 😉 20’s here I come!! 🎉💜",I think it's a woman standing next to a forest and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22157609_1480545375393278_7969959825213751296_n.jpg,"If you don't get grilled onions on your burger wyd?",I think it's a woman standing in front of a sign and she seems :hushed_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21909901_1833144580036161_8907886794675060736_n.jpg,"Honorary Heal and long valley resident",I think it's a couple of people that are sitting on a bench posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/22638674_405247346544390_3092915282537086976_n.jpg,"Turned this roadrunner into a frog this weekend 🐸",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22802586_1991180611161290_6570216943926640640_n.jpg,"Life’s a garden dig it",I think it's a woman wearing a costume and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23279663_2059323940962914_4069757773846413312_n.jpg,"@beverlyshane does this count as a smile? #dawgsaturday",I think it's a woman standing in front of a mirror posing for the camera and they seem :grinning_face_with_smiling_eyes: :neutral_face: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23348001_745736528970232_856050023622770688_n.jpg,"Tuesday morning adventures 💕💕 @uncglobe",I think it's a woman standing in front of a building and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20482363_487704504911736_8923141341689413632_n.jpg,"Ages 3-6 my ass",I think it's a little girl in a pink dress 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/22157957_401882010215142_3155952504655577088_n.jpg,"Bid day Best day🤗💕 #adpiucsb",I think it's a woman posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22860247_475964912789629_6658832001962868736_n.jpg,"just a pirate and her parrot",I think it's a woman wearing a red hat and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21911057_195579177650579_8385439722884825088_n.jpg,"annual sisterhood retreat pic 👯⚓️",I think it's a woman standing on a beach posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23507855_297941920701714_4505942390296543232_n.jpg,"Congratulations to all of our newly initiated members 🌟 Welcome to the Ivy League we can't wait to see what you accomplish in the next 4 years 🌿🐻 #AOE #scualphaphi",I think it's Rachel G Fox standing in front of a building and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22427641_121129135233567_5983507879963918336_n.jpg,"Decided to stick my nose in it & things got real #DarkAndTwisty for Friday the 13th 🥈😈👻🏃🏼‍♀️ #Boo #Spooky #utebabes #NuttyRunnerUp",I think it's a woman throwing a frisbee in a grassy field and she seems :neutral_face: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23507576_239840646549809_8053029784118099968_n.jpg,"We had champagne in the studio of course — compliments of the company..",I think it's a group of people posing for a photo in front of a crowd and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20759489_109987603033114_8992111743299747840_n.jpg,"The biggest wave I saw today was definitely Dan's hair 🌊 #flow",I really can't describe the picture :flushed_face:
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23967531_676804252707210_4323339330266333184_n.jpg,"Despite your plotting and getting me in trouble I’m thankful for your spunk and making life that much more fun 🌟",I think it's a couple of people posing for the camera and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/19424848_1912188562384990_3117824550960627712_n.jpg,"vitamin sea :)",I think it's a woman sitting on a sandy beach 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20347163_250684418775977_2033165963771248640_n.jpg,"The Greek showing me her home turf 🇬🇷",I think it's a woman smiling and posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21224746_116523952382000_5743093426258182144_n.jpg,"Excited for many sophoMORE great times this year!",I think it's a little girl posing for a picture and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20838194_270076556730930_1522600794451345408_n.jpg,"hard saying goodbye see y'all at friendsgiving 2k17💛",I think it's a group of people posing for a photo and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22637174_124200874956215_8361693080633475072_n.jpg,"Happy 21st to my beautiful big!!!! So proud you (kinda) made it to mill love you mom!!💖�::🌟😍",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23416867_159208344683203_1018831599128543232_n.jpg,"the eve of the end of the 1989 era #rip #tbt #ilytaylor",I think it's a girl posing for a picture and they seem :grinning_face_with_smiling_eyes: :hushed_face: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23101056_479263889140760_687854255293333504_n.jpg,"Sweet like honey",I think it's a close up of a woman and she seems :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23101016_521952338166070_6140459844819222528_n.jpg,"jesus of suburbia",I think it's a woman standing in front of a building and she seems :neutral_face: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23596653_127465747945861_1711473729344634880_n.jpg,"enjoying my time visiting my sailor 💕 love my big brother!!!!",I think it's a man wearing a hat 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/22858333_889265371230033_5835769405937549312_n.jpg,"Minnie sends kisses from voodoo",I think it's a group of people that are standing in the grass 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21435783_2015357322069357_7216994862145470464_n.jpg,"No I did not take a Lactaid before this and no I do not regret it.",I think it's a woman posing for a photo in front of a pizza and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22858015_1962295247384637_2619837695878234112_n.jpg," That was easy  || Mt. Whitney 14492ft 10.28.17",I think it's a man holding a phone and standing in front of a mountain 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21985393_1664864143585703_1352292241514692608_n.jpg,"If only it could be family weekend everyyy weeekenddd already missin my bffs 💛 #HiShane",I think it's a group of people posing for the camera and they seem :grinning_face_with_smiling_eyes: :hushed_face: :grinning_face_with_smiling_eyes: :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20583285_1792136397482657_4641788108470222848_n.jpg,"👍🏻",I think it's a view of a snow covered mountain 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20901855_1457868964261961_4404341322547200000_n.jpg,"21 21 21!!! So so grateful for you little! Thank you for being you❤ I hope you birthday was everything you hoped for and more cause you deserved it❤ love you lots little and welcome to the big leagues!",I think it's a woman standing in front of a window posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23735614_854635468045614_2796868259180183552_n.jpg,"when we both feel it it’s magnetic",I think it's a woman standing in front of a stage and he seems :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21569195_139947449954489_967514286198882304_n.jpg,"It's a girl!!!! ❤️🐶",I think it's a young boy sitting on a bench 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21480294_1956455384632507_966578180896849920_n.jpg,"jc",I think it's a woman standing in front of a mirror posing for the camera 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22580754_357665331338758_140650558217256960_n.jpg,"4 years down a lifetime to go 💕 Happy anniversary 😘",I think it's person standing next to a tree and he seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20686484_481759298851397_5023891128089313280_n.jpg,"ask her to name one Pink Floyd song #fakefans",I think it's a woman posing for a picture 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/17495304_418728988493377_8441762854557712384_n.jpg,"what a bro",I think it's a person standing posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/16464365_150481142129324_3155557921715126272_n.jpg,"Happy v day to my perfect valentine 💋💞",I think it's a close up of a man in glasses looking at the camera and he seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23099312_423083251439462_3804572929484652544_n.jpg,"Talk nerdy to me 🤓",I think it's a woman wearing a costume posing for the camera and she seems :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23824031_150749118986779_8635038624850640896_n.jpg,"So thankful to come back to these goons 💕 Oh how I’ve missed home! 🏘",I think it's a man and a woman posing in front of a building and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/22857746_372529283190301_8309595711448547328_n.jpg,"The best and only Halloween picture I got!! 🤙🏼✨🦄 #iwantedtobeaunicorn",I think it's a group of people posing for a photo and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :neutral_face: :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: :neutral_face: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/20066723_469762253390141_8031176664098537472_n.jpg,"Take me back✈️",I think it's a small boat in a body of water 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21985171_510016906012299_2460485183606882304_n.jpg,"Take me back to this beautiful place and the amazing adventures with these lovely people🌏🌞✈️",I think it's a woman standing in front of a body of water 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23594869_161072591159498_8669248967076216832_n.jpg,"hii new york �::",I think it's person walking down a city street and they seem :grinning_face_with_smiling_eyes: :neutral_face: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23824974_2072765586276586_7166017448632647680_n.jpg,"Baby it's cold outside. ☃️",I think it's a room with a bed and a fireplace 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23099085_535059500160122_6244659062839967744_n.jpg,"glad I finally made it to your barn dance after a 3 year attempt💃🏽",I think it's a woman standing in front of a brick building and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21879655_1824604937851401_7061496778079600640_n.jpg,"sauce",I think it's a person standing posing for the camera and they seem :grinning_face_with_smiling_eyes: :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e15/22429568_1459202054134012_6798832740218175488_n.jpg,"Cobalt Blue R in last nights $10000 Hunter Derby at Brookside! Thank you @darbyfurthbonomi @clarabonomieq for sharing your perfect little roany pony with me 💕🦄 #sonomavalleystables #voltairedesign #equineomegacomplete #hunterderby",I think it's a group of people standing in front of a truck 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/21689471_1938265586461099_1435953080544788480_n.jpg,"you can't tell in this picture but his frat shoes are way prettier than mine",I think it's person holding a sign posing for the camera and they seem :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: 
https://scontent-ort2-1.cdninstagram.com/t51.2885-15/e35/23507955_519746455061374_3709716334779564032_n.jpg,"Double take 📸👯‍♀️",I think it's a couple of people posing for the camera and they seem :neutral_face: :neutral_face: 
https://scontent-ort2-2.cdninstagram.com/t51.2885-15/e35/23098590_270004996855004_913097235242156032_n.jpg,"Name a better duo",I really can't describe the picture :flushed_face:
